,dataset,train_size,test_size,length,unique_classes,C,C_ee,C_boss,C_tsf,C_rise,C_randf,C_rotf,C_st,boss_trasformations,trees,total_repeats,accuracy_mean,accuracy_std,train_time_mean,train_time_std,test_time_mean,test_time_std,boss_transform_time_mean,boss_transform_time_std,ee_time_mean,ee_time_std,randf_time_mean,randf_time_std,rotf_time_mean,rotf_time_std,st_time_mean,st_time_std,boss_time_mean,boss_time_std,tsf_time_mean,tsf_time_std,mean_leaf_nodes_mean,mean_leaf_nodes_std,mean_depth_mean,mean_depth_std,ee_count_mean,ee_count_std,ee_count_sum,randf_count_mean,randf_count_std,randf_count_sum,rotf_count_mean,rotf_count_std,rotf_count_sum,st_count_mean,st_count_std,st_count_sum,boss_count_mean,boss_count_std,boss_count_sum,tsf_count_mean,tsf_count_std,tsf_count_sum,rif_count_mean,rif_count_std,rif_count_sum,ee_win_mean,ee_win_std,ee_win_sum,st_win_mean,st_win_std,st_win_sum,boss_win_mean,boss_win_std,boss_win_sum,rif_win_mean,rif_win_std,rif_win_sum,rif_acf_count_mean,rif_acf_count_std,rif_acf_count_sum,rif_pacf_count_mean,rif_pacf_count_std,rif_pacf_count_sum,rif_arma_count_mean,rif_arma_count_std,rif_arma_count_sum,rif_ps_count_mean,rif_ps_count_std,rif_ps_count_sum,rif_dft_count_mean,rif_dft_count_std,rif_dft_count_sum,rif_acf_win_mean,rif_acf_win_std,rif_acf_win_sum,rif_pacf_win_mean,rif_pacf_win_std,rif_pacf_win_sum,rif_arma_win_mean,rif_arma_win_std,rif_arma_win_sum,rif_ps_win_mean,rif_ps_win_std,rif_ps_win_sum,euc_count_mean,euc_count_std,euc_count_sum,dtw_count_mean,dtw_count_std,dtw_count_sum,dtwr_count_mean,dtwr_count_std,dtwr_count_sum,ddtw_count_mean,ddtw_count_std,ddtw_count_sum,ddtwr_count_mean,ddtwr_count_std,ddtwr_count_sum,wdtw_count_mean,wdtw_count_std,wdtw_count_sum,wddtw_count_mean,wddtw_count_std,wddtw_count_sum,lcss_count_mean,lcss_count_std,lcss_count_sum,twe_count_mean,twe_count_std,twe_count_sum,erp_count_mean,erp_count_std,erp_count_sum,msm_count_mean,msm_count_std,msm_count_sum,euc_win_mean,euc_win_std,euc_win_sum,dtw_win_mean,dtw_win_std,dtw_win_sum,dtwr_win_mean,dtwr_win_std,dtwr_win_sum,ddtw_win_mean,ddtw_win_std,ddtw_win_sum,ddtwr_win_mean,ddtwr_win_std,ddtwr_win_sum,wdtw_win_mean,wdtw_win_std,wdtw_win_sum,wddtw_win_mean,wddtw_win_std,wddtw_win_sum,lcss_win_mean,lcss_win_std,lcss_win_sum,twe_win_mean,twe_win_std,twe_win_sum,erp_win_mean,erp_win_std,erp_win_sum,msm_win_mean,msm_win_std,msm_win_sum,selected_repeats
10,Computers,250,250,720,2,205,5,100,0,100,0,0,0,1000,100,5,0.7023999999999999,0.014587666023048366,231572795717.2,32898107562.139202,4604942171.4,819568479.3667897,4304594392620,507250988330.8838,3416191236186.4,663485756572.8123,0,0.0,0,0.0,0,0.0,195200004122.0,36632519708.17167,0,0.0,35.442,0.391943873532933,9.623999999999999,0.10945318634009717,17221,195.97193676646665,86105,0,0.0,0,0,0.0,0,0,0.0,0,344420,3919.4387353293328,1722100,0,0.0,0,27553.6,313.5550988263468,137768,106.0,8.031189202104505,530,0,0.0,0,1492.2,21.004761364985814,7461,1846.0,28.053520278211074,9230,6888.4,78.3887747065867,34442,6888.4,78.3887747065867,34442,6888.4,78.3887747065867,34442,6888.4,78.3887747065867,34442,0,0.0,0,386.2,7.155417527999327,1931,371.8,15.319921670818028,1859,328.6,14.117365193264634,1643,759.4,21.995454075785744,3797,140618.4,6257.733079957949,703092,142437.6,5463.102076659376,712188,138802.6,3449.9835216997744,694013,141444.6,2235.135074218113,707223,141324.2,3838.855193934776,706621,139935.8,7745.63885034669,699679,143905.8,5806.259613555012,719529,139747.0,6298.54713406195,698735,143152.8,3969.709145516836,715764,140666.2,5031.438631246536,703331,140624.0,5737.782280637701,703120,5.4,2.1908902300206643,27,8.4,3.4351128074635335,42,6.0,2.7386127875258306,30,15.0,4.183300132670378,75,14.4,3.7815340802378077,72,5.4,1.8165902124584952,27,20.6,3.130495168499705,103,8.2,4.08656334834051,41,8.0,1.8708286933869707,40,9.6,2.9664793948382653,48,5.0,1.5811388300841898,25,5
11,CricketX,390,390,300,12,205,5,100,0,100,0,0,0,1000,100,5,0.8112820512820512,0.008026910688460754,155773182705.4,27632474695.366066,17492371255.8,3405360763.141962,3200841136940,478831404865.61633,2248499589600.6,438892682173.282,0,0.0,0,0.0,0,0.0,343624622231.0,68374219918.06728,0,0.0,145.652,0.7094152521619326,4.182,0.06685805860178685,28596,214.98255743199243,142980,0,0.0,0,0,0.0,0,0,0.0,0,571920,4299.651148639847,2859600,0,0.0,0,45753.6,343.9720918911889,228768,843.6,25.254702532399783,4218,0,0.0,0,4360.8,50.87926886267135,21804,514.8,19.266551326067678,2574,11438.4,85.99302297279722,57192,11438.4,85.99302297279722,57192,11438.4,85.99302297279722,57192,11438.4,85.99302297279722,57192,0,0.0,0,123.6,6.465291950097845,618,117.6,13.29661611087573,588,99.0,3.5355339059327364,495,174.6,12.320714265009153,873,346328.0,25311.83090967542,1731640,488298.2,28790.295564651635,2441491,435572.2,65682.8199546883,2177861,440964.6,27393.240814113247,2204823,417666.4,25040.474761873033,2088332,363446.2,53502.26817808755,1817231,367474.2,17370.535935888685,1837371,365348.2,34227.62345241048,1826741,407755.8,21195.99518069392,2038779,443517.6,45746.19458271912,2217588,403375.6,15288.747407815978,2016878,24.0,5.0990195135927845,120,145.0,11.937336386313325,725,118.0,4.415880433163924,590,86.4,11.058933040759403,432,83.6,5.176871642217915,418,50.2,9.47100839404126,251,31.4,1.1401754250991378,157,62.8,11.256109452204168,314,75.8,9.602083107326242,379,93.2,8.28854631404084,466,73.2,6.1400325732035,366,5
12,CricketY,390,390,300,12,205,5,100,0,100,0,0,0,1000,100,5,0.8005128205128205,0.004586806107691868,154497173051.8,23553981156.72272,14875620411.2,3211509043.0929427,3175688387180,426652381718.7551,2220716735921.4,388140645791.3296,0,0.0,0,0.0,0,0.0,349599140472.0,57181101290.03032,0,0.0,149.13,1.1998541578041808,4.3740000000000006,0.05272570530585629,29768,177.9606698121805,148840,0,0.0,0,0,0.0,0,0,0.0,0,595360,3559.213396243607,2976800,0,0.0,0,47628.8,284.73707169948995,238144,697.6,22.08619478316715,3488,0,0.0,0,4700.2,50.623117248940694,23501,555.8,23.815961034566715,2779,11907.2,71.18426792487249,59536,11907.2,71.18426792487249,59536,11907.2,71.18426792487249,59536,11907.2,71.18426792487249,59536,0,0.0,0,117.4,5.639148871948673,587,134.4,13.049904214207857,672,113.0,13.729530217745983,565,191.0,16.56804152578089,955,351343.6,15222.571293970015,1756718,485148.0,39579.46067090859,2425740,469217.8,30397.6505292761,2346089,369118.0,27126.771582700367,1845590,360803.4,29130.85430947743,1804017,378190.6,16855.384237685008,1890953,371695.8,38551.37158649482,1858479,364882.8,43602.69181713441,1824414,366126.6,47960.615480829685,1830633,458653.6,48990.24424617621,2293268,383318.4,19634.813477596366,1916592,16.0,4.183300132670378,80,138.2,12.194260945215174,691,107.6,11.104053313993047,538,59.2,6.418722614352484,296,58.4,4.774934554525329,292,26.0,4.527692569068709,130,28.8,5.585696017507577,144,62.0,9.486832980505138,310,53.8,2.1679483388678795,269,86.4,8.561541917201598,432,61.2,13.367871932360812,306,5
13,CricketZ,390,390,300,12,205,5,100,0,100,0,0,0,1000,100,5,0.8287179487179486,0.011088076056635756,156871973175.0,24851933421.090797,19228113659.4,4252589483.2698345,3237298934860,467540028485.7185,2245259086379.6,376828420363.4011,0,0.0,0,0.0,0,0.0,344115579074.8,58031582650.8883,0,0.0,148.802,1.0827834501875295,4.24,0.0367423461417474,29258,191.91795121874335,146290,0,0.0,0,0,0.0,0,0,0.0,0,585160,3838.3590243748654,2925800,0,0.0,0,46812.8,307.0687219499891,234064,796.2,21.370540470470075,3981,0,0.0,0,4521.6,34.602023062242935,22608,533.8,22.796929617823547,2669,11703.2,76.76718048749727,58516,11703.2,76.76718048749727,58516,11703.2,76.76718048749727,58516,11703.2,76.76718048749727,58516,0,0.0,0,132.0,16.703293088490067,660,121.2,9.628083921528727,606,106.4,11.349008767288886,532,174.2,12.911235417263526,871,358089.4,37008.2022705778,1790447,451839.4,36263.570229639554,2259197,410895.4,32803.50897846145,2054477,461927.4,51325.1891404211,2309637,457510.6,41293.68443600062,2287553,356320.6,39344.89953348464,1781603,355761.2,47724.82264712987,1778806,367121.0,25877.418486008224,1835605,439008.6,29644.228617051245,2195043,428274.4,56631.182729129,2141372,399448.8,39866.28806021449,1997244,24.4,3.209361307176242,122,124.6,4.929503017546495,623,107.4,11.238327277669038,537,85.2,13.935566009315876,426,82.2,3.834057902536163,411,44.8,5.1672042731055265,224,35.6,7.956129712366434,178,70.8,10.25670512396647,354,69.8,7.155417527999327,349,82.4,15.40454478392659,412,69.0,8.860022573334675,345,5
14,DiatomSizeReduction,16,306,345,4,205,5,100,0,100,0,0,0,1000,100,5,0.9660130718954247,0.010985448571223327,2508004266.2,476407682.94765866,2729900708.0,493416771.783788,152535697560,36653083918.02516,13932946107.4,2170175192.496293,0,0.0,0,0.0,0,0.0,1682368782.2,283646035.2477607,0,0.0,4.0120000000000005,0.016431676725155185,1.012,0.01643167672515499,506,8.215838362577491,2530,0,0.0,0,0,0.0,0,0,0.0,0,10120,164.31676725154983,50600,0,0.0,0,809.6,13.14534138012399,4048,31.4,4.77493455452533,157,0,0.0,0,69.6,4.827007354458867,348,0.2,0.4472135954999579,1,202.4,3.2863353450309973,1012,202.4,3.2863353450309973,1012,202.4,3.2863353450309973,1012,202.4,3.2863353450309973,1012,0,0.0,0,0.0,0.0,0,0.2,0.4472135954999579,1,0.0,0.0,0,0.0,0.0,0,8428.2,3217.0712146298533,42141,7381.4,2869.745946943736,36907,8010.4,1397.5010912339212,40052,2117.2,384.66309934798795,10586,2402.2,427.543214190098,12011,8583.4,3505.22307421368,42917,4566.0,1317.889980233555,22830,2394.4,645.2726555495747,11972,7319.0,2233.890776201916,36595,8266.4,3154.945451192461,41332,7386.0,1885.7437524753993,36930,4.6,2.4083189157584592,23,4.0,1.8708286933869707,20,4.4,1.140175425099138,22,0.0,0.0,0,0.0,0.0,0,4.6,2.701851217221259,23,1.4,1.140175425099138,7,0.2,0.447213595499958,1,3.8,1.7888543819998317,19,4.6,2.0736441353327724,23,3.8,1.4832396974191326,19,5
15,DistalPhalanxOutlineAgeGroup,400,139,80,3,205,5,100,0,100,0,0,0,1000,100,5,0.7467625899280576,0.006019136881540153,18065185686.6,3824576847.290871,240701448.4,62637200.455996074,736648586900,162384324429.86453,102181374663.6,23600912333.436085,0,0.0,0,0.0,0,0.0,94700726918.8,22719846067.99276,0,0.0,43.44200000000001,0.23456342425876767,7.843999999999999,0.08384509526501804,17469,70.74602462329597,87345,0,0.0,0,0,0.0,0,0,0.0,0,349380,1414.9204924659196,1746900,0,0.0,0,27950.4,113.19363939727326,139752,194.6,19.882152800941853,973,0,0.0,0,1753.0,31.68595903550972,8765,1546.2,11.691877522451218,7731,6987.6,28.298409849318315,34938,6987.6,28.298409849318315,34938,6987.6,28.298409849318315,34938,6987.6,28.298409849318315,34938,0,0.0,0,287.0,23.075961518428656,1435,535.4,14.536161804272815,2677,261.2,7.949842765740718,1306,462.6,18.091434437324203,2313,232832.8,7963.598288462317,1164164,239714.6,20712.538323440705,1198573,236252.6,11277.83868035006,1181263,229177.4,6949.672172124382,1145887,237281.4,10697.786794472957,1186407,234585.8,12733.233159728128,1172929,236061.8,10306.522192281933,1180309,233630.0,10545.806654779899,1168150,239595.4,9135.063617731408,1197977,223684.0,10008.095947781476,1118420,238510.8,10565.746126043347,1192554,9.6,2.7018512172212596,48,23.2,6.906518659932803,116,22.8,4.919349550499537,114,17.6,4.979959839195493,88,21.4,5.272570530585627,107,22.0,7.314369419163897,110,14.4,3.3615472627943226,72,10.0,2.5495097567963922,50,14.8,4.764451699828639,74,20.6,6.188699378706321,103,18.2,5.540758070878027,91,5
16,DistalPhalanxOutlineCorrect,600,276,80,2,205,5,100,0,100,0,0,0,1000,100,5,0.7891304347826088,0.015243249252146839,33872460252.6,6830527235.099161,304877515.2,78041216.28401437,1134067233920,223976943688.6857,199682968658.8,42282534184.12118,0,0.0,0,0.0,0,0.0,206255596258.4,43517640952.25751,0,0.0,60.022000000000006,0.5798016902355488,13.758000000000001,0.3235274331490306,29511,289.90084511777474,147555,0,0.0,0,0,0.0,0,0,0.0,0,590220,5798.0169023554945,2951100,0,0.0,0,47217.6,463.84135218843926,236088,139.2,21.902054698132773,696,0,0.0,0,2242.6,50.44105470745034,11213,3520.4,31.78521668952409,17602,11804.4,115.96033804710981,59022,11804.4,115.96033804710981,59022,11804.4,115.96033804710981,59022,11804.4,115.96033804710981,59022,0,0.0,0,715.4,29.279685790663798,3577,1014.0,24.9899979991996,5070,479.2,15.482247898803324,2396,1311.8,28.787149911028006,6559,503209.8,14891.705852587875,2516049,489514.0,12021.620419061644,2447570,498741.8,18514.374029385923,2493709,482974.4,14742.328150600915,2414872,507286.4,31918.94093324526,2536432,494446.8,15874.772209389339,2472234,482607.8,22327.847874347408,2413039,495603.2,14569.409157546514,2478016,478791.8,10796.990747425876,2393959,493649.0,8877.881363253284,2468245,503364.6,17633.901930656197,2516823,10.4,2.1908902300206643,52,17.4,6.465291950097845,87,14.8,4.08656334834051,74,13.2,1.3038404810405297,66,14.8,3.7682887362833544,74,11.6,4.03732584763727,58,14.6,5.639148871948674,73,6.8,3.1144823004794873,34,9.8,3.420526275297414,49,14.4,4.615192303685731,72,11.4,2.073644135332772,57,5
17,DistalPhalanxTW,400,139,80,6,205,5,100,0,100,0,0,0,1000,100,5,0.6690647482014388,0.011375099497008516,17121810912.2,3318840733.543541,402479186.4,82538453.09273326,742407980000,130386156856.80806,99504634435.4,19744723743.36157,0,0.0,0,0.0,0,0.0,84987299935.0,19257357823.652,0,0.0,68.686,0.35760313197733656,5.25,0.06633249580710794,19345,88.17596044274183,96725,0,0.0,0,0,0.0,0,0,0.0,0,386900,1763.5192088548424,1934500,0,0.0,0,30952.0,141.08153670838703,154760,276.0,15.668439615992396,1380,0,0.0,0,2800.0,15.90597372058684,14000,793.0,9.974968671630005,3965,7738.0,35.27038417709676,38690,7738.0,35.27038417709676,38690,7738.0,35.27038417709676,38690,7738.0,35.27038417709676,38690,0,0.0,0,140.2,11.691877522451222,701,206.2,10.134100848126584,1031,159.2,14.618481453283716,796,287.4,7.503332592921625,1437,220411.0,13977.55320147271,1102055,231577.0,15299.671989948018,1157885,239362.8,23863.965108506167,1196814,235390.0,19001.370437418456,1176950,223454.6,8274.321561312443,1117273,224936.8,20660.50116042687,1124684,220770.2,13818.19970907933,1103851,220167.8,13041.967113898118,1100839,234477.8,21425.2909128441,1172389,216320.0,25579.16934734199,1081600,219549.4,23030.116723542676,1097747,15.6,3.5071355833500366,78,36.2,2.9495762407505257,181,32.2,2.16794833886788,161,31.4,7.021395872616783,157,26.4,4.39317652729776,132,30.6,5.727128425310542,153,21.4,5.89915248150105,107,13.8,3.3466401061363023,69,24.4,6.8044103344816,122,21.4,4.39317652729776,107,22.6,5.029910535983717,113,5
18,ECG200,100,100,96,2,205,5,100,0,100,0,0,0,1000,100,5,0.876,0.021908902300206663,4615018930.6,1045962665.2372158,85546531.4,19354302.461066976,250548401560,43531830883.45389,21544054159.2,5349491875.383226,0,0.0,0,0.0,0,0.0,14749887487.8,3957203407.516608,0,0.0,9.856,0.06949820141557618,4.767999999999999,0.033466401061362776,4428,34.749100707788145,22140,0,0.0,0,0,0.0,0,0,0.0,0,88560,694.9820141557615,442800,0,0.0,0,7084.8,55.598561132460986,35424,32.4,6.06630035524124,162,0,0.0,0,384.8,15.254507530562892,1924,468.4,20.647033685253678,2342,1771.2,13.899640283115247,8856,1771.2,13.899640283115247,8856,1771.2,13.899640283115247,8856,1771.2,13.899640283115247,8856,0,0.0,0,93.4,8.96102672688794,467,97.8,16.17714437099453,489,47.8,4.969909455915671,239,229.4,9.289779329994875,1147,28602.2,2860.248363341897,143011,30258.8,2445.598536146111,151294,30091.2,830.8578097364195,150456,29485.4,709.3129069740656,147427,30332.4,1592.7663984401477,151662,28880.8,2730.739771563743,144404,29997.2,1174.2719872329408,149986,30281.8,1986.6337609131683,151409,29787.8,2216.084316987961,148939,28412.8,1738.4302401879688,142064,28887.8,1445.4141966924221,144439,2.0,0.7071067811865476,10,2.6,1.816590212458495,13,3.4,1.51657508881031,17,2.8,1.4832396974191326,14,3.8,2.16794833886788,19,2.4,1.6733200530681511,12,3.8,1.9235384061671346,19,2.8,0.8366600265340756,14,3.8,0.8366600265340756,19,2.4,1.1401754250991378,12,2.6,1.9493588689617927,13,5
19,ECG5000,500,4500,140,5,205,5,100,0,100,0,0,0,1000,100,5,0.9452,0.0007793634629666608,46051814036.6,7172078039.959702,17901287541.4,1808593386.0868504,2033688251260,323865755245.0914,356033739017.2,60229238030.134766,0,0.0,0,0.0,0,0.0,151819985349.4,21157769019.98923,0,0.0,34.426,0.2501599488327409,6.610000000000001,0.16537835408541227,10780,56.56854249492392,53900,0,0.0,0,0,0.0,0,0,0.0,0,215600,1131.3708498984743,1078000,0,0.0,0,17248.0,90.50966799187785,86240,285.6,10.358571330062844,1428,0,0.0,0,1013.6,21.617122842783683,5068,856.8,24.478562049270785,4284,4312.0,22.627416997969462,21560,4312.0,22.627416997969462,21560,4312.0,22.627416997969462,21560,4312.0,22.627416997969462,21560,0,0.0,0,175.4,16.45600194457937,877,252.2,12.296340919151522,1261,114.8,13.773162309360911,574,314.4,8.619744775803978,1572,692828.2,83232.54772743651,3464141,368018.6,55831.58823461858,1840093,461597.2,71997.15602855435,2307986,283322.2,36538.42778089939,1416611,307925.8,27473.430641257743,1539629,683916.8,100878.48000787877,3419584,386088.6,14565.319539920845,1930443,457541.0,83452.05656842736,2287705,404991.2,54652.11840541957,2024956,753718.2,105234.94869908951,3768591,594467.8,58952.599923158596,2972339,42.0,6.2048368229954285,210,16.8,4.816637831516918,84,24.6,7.231873892705818,123,9.0,0.7071067811865476,45,10.6,4.33589667773576,53,40.8,7.563068160475615,204,20.8,1.7888543819998317,104,25.2,6.340346993658944,126,20.2,5.805170109479997,101,44.0,6.892024376045111,220,31.6,6.4265076052238514,158,5
20,ECGFiveDays,23,861,136,2,205,5,100,0,100,0,0,0,1000,100,5,1.0,0.0,1085503140.4,181205852.2854146,232773021.0,61495435.87589893,79677526140,10887303556.864748,3008621199.8,655095264.4158201,0,0.0,0,0.0,0,0.0,1428292774.6,266131991.1850024,0,0.0,2.484,0.04615192303685724,1.4840000000000002,0.0461519230368572,742,23.07596151842864,3710,0,0.0,0,0,0.0,0,0,0.0,0,14840,461.51923036857323,74200,0,0.0,0,1187.2,36.92153842948586,5936,0.6,0.8944271909999159,3,0,0.0,0,102.0,4.301162633521314,510,45.8,3.834057902536162,229,296.8,9.230384607371464,1484,296.8,9.230384607371464,1484,296.8,9.230384607371464,1484,296.8,9.230384607371464,1484,0,0.0,0,8.4,3.847076812334269,42,4.6,1.1401754250991383,23,3.0,1.0,15,29.8,2.3874672772626644,149,2448.4,265.7062287564971,12242,2171.8,204.19524969988893,10859,2404.6,206.3850769799018,12023,2598.2,176.57349744511492,12991,2582.4,471.23221451848974,12912,2374.6,397.69686948730185,11873,2305.8,274.85759949472015,11529,2688.8,996.6873632187779,13444,2723.4,530.6305682864493,13617,2131.0,238.1134183535233,10655,2360.4,359.712802107459,11802,0.2,0.447213595499958,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.2,0.447213595499958,1,0.2,0.447213595499958,1,0.0,0.0,0,0.0,0.0,0,5
21,Earthquakes,322,139,512,2,205,5,100,0,100,0,0,0,1000,100,5,0.7482014388489209,0.0,257574416121.0,33992600090.3,3337464856.4,807446933.3694686,4426524824220,584595796612.6335,3591651819090.4,493268302239.6533,0,0.0,0,0.0,0,0.0,359954356273.2,36958765553.00115,0,0.0,34.432,0.13498148021117642,11.335999999999999,0.4890603234775847,16716,67.49074010558782,83580,0,0.0,0,0,0.0,0,0,0.0,0,334320,1349.8148021117563,1671600,0,0.0,0,26745.6,107.9851841689406,133728,122.6,11.844830095868831,613,0,0.0,0,882.8,21.51046257057249,4414,2337.8,31.602215112235392,11689,6686.4,26.99629604223515,33432,6686.4,26.99629604223515,33432,6686.4,26.99629604223515,33432,6686.4,26.99629604223515,33432,0,0.0,0,569.8,14.324803663575992,2849,574.4,18.077610461562674,2872,488.8,21.13527856452335,2444,704.8,23.047776465420696,3524,230169.2,19615.213679692606,1150846,239901.8,7295.9339155450125,1199509,234291.4,13017.742865028484,1171457,238142.8,13277.794252058588,1190714,235982.2,6696.071475126294,1179911,238402.8,18092.708509231,1192014,239316.4,14296.530026548398,1196582,239655.2,13667.19406827898,1198276,236349.4,13202.652585749578,1181747,241804.8,6524.655676738816,1209024,236586.6,12891.01620509415,1182933,4.2,1.9235384061671346,21,19.4,3.361547262794322,97,14.4,4.393176527297759,72,10.6,3.286335345030997,53,11.8,2.949576240750525,59,7.0,3.5355339059327378,35,7.6,3.286335345030997,38,13.0,2.1213203435596424,65,10.6,3.5071355833500366,53,10.6,3.4351128074635335,53,13.4,4.03732584763727,67,5
22,ElectricDevices,8926,7711,96,7,205,5,100,0,100,0,0,0,1000,100,5,0.7480482427700688,0.0032087505750132543,734371323386.6,99393801220.31215,34959095646.6,7673086248.338539,23773060814780,2711766281346.607,6112243233020.2,906991724090.5363,0,0.0,0,0.0,0,0.0,4381125203757.0,578138935631.2969,0,0.0,1561.414,6.957314855603404,12.418000000000001,0.13461054936371056,434130,1071.08006236696,2170650,0,0.0,0,0,0.0,0,0,0.0,0,8682600,21421.601247339262,43413000,0,0.0,0,694608.0,1713.7280997871176,3473040,7965.0,87.95737604089835,39825,0,0.0,0,60764.0,314.6402707855439,303820,18097.0,211.58095377419963,90485,173652.0,428.4320249467794,868260,173652.0,428.4320249467794,868260,173652.0,428.4320249467794,868260,173652.0,428.4320249467794,868260,0,0.0,0,5070.0,63.855305182889815,25350,3890.2,60.0891005091606,19451,2928.0,22.48332715591708,14640,6208.8,127.95194410402682,31044,10880243.0,502650.605617361,54401215,12722826.2,465150.6788699767,63614131,12606982.4,705166.7099156764,63034912,12186728.6,628038.8072550135,60933643,12318787.8,475248.11261350644,61593939,12151385.6,368734.6095870309,60756928,11763036.4,506125.3241953025,58815182,11688162.4,661471.3976524608,58440812,12889492.6,516669.53670339414,64447463,12832541.2,545432.174082351,64162706,11576816.0,428205.51763434807,57884080,374.0,12.103718436910205,1870,792.6,21.892921230388605,3963,711.8,23.349518196314015,3559,846.0,12.103718436910205,4230,744.6,41.5728276642328,3723,659.0,12.529964086141668,3295,658.6,24.714368290530906,3293,689.2,36.82662080615053,3446,966.0,36.57184709581948,4830,766.4,27.042559050504074,3832,756.8,48.468546501829415,3784,5
23,FaceAll,560,1690,131,14,205,5,100,0,100,0,0,0,1000,100,5,0.8336094674556213,0.009461906657874287,68061581810.6,11592781683.887941,20405559543.0,2692282066.1950912,2139221925600,458090750681.96893,703436898332.8,106774740598.78404,0,0.0,0,0.0,0,0.0,281985765912.2,49793278603.67238,0,0.0,99.04999999999998,0.8954049363276898,3.508,0.08729261137118076,18300,130.52777482206614,91500,0,0.0,0,0,0.0,0,0,0.0,0,366000,2610.5554964413227,1830000,0,0.0,0,29280.0,208.8444397153058,146400,682.4,26.884940022250372,3412,0,0.0,0,2638.8,24.21156748333323,13194,338.8,13.663820841916804,1694,7320.0,52.21110992882645,36600,7320.0,52.21110992882645,36600,7320.0,52.21110992882645,36600,7320.0,52.21110992882645,36600,0,0.0,0,93.4,6.877499545619761,467,79.0,5.787918451395113,395,50.6,8.384509526501834,253,115.8,10.497618777608569,579,520688.0,53289.83789147795,2603440,727048.2,102097.00346827031,3635241,680569.6,81503.97474234003,3402848,498961.8,37907.207101025,2494809,551418.6,67855.19908083683,2757093,588184.2,53027.3458481565,2940921,502755.6,54723.356222914554,2513778,1132033.0,209061.44646849643,5660165,537506.4,102139.6743939396,2687532,869787.8,111659.71115044139,4348939,1029788.6,100807.21798462648,5148943,8.6,2.701851217221259,43,62.4,6.6558245169174945,312,73.8,6.833739825307954,369,35.6,2.966479394838265,178,42.8,2.588435821108957,214,40.6,8.018728078691781,203,28.6,10.261578825892242,143,153.2,10.616025621672172,766,44.2,5.718391382198319,221,78.6,9.316651759081692,393,114.0,5.244044240850757,570,5
24,FaceFour,24,88,350,4,205,5,100,0,100,0,0,0,1000,100,5,1.0,0.0,4159332032.6,383067744.1300873,56867393.4,12020606.292638792,230887103240,27345267932.012672,28170387682.8,977264085.7206339,0,0.0,0,0.0,0,0.0,4286946908.2,535602430.70596886,0,0.0,4.026000000000001,0.011401754250991604,1.026,0.01140175425099137,513,5.70087712549569,2565,0,0.0,0,0,0.0,0,0,0.0,0,10260,114.0175425099138,51300,0,0.0,0,820.8,9.121403400793106,4104,0.0,0.0,0,0,0.0,0,102.4,1.1401754250991383,512,0.2,0.4472135954999579,1,205.2,2.2803508501982765,1026,205.2,2.2803508501982765,1026,205.2,2.2803508501982765,1026,205.2,2.2803508501982765,1026,0,0.0,0,0.2,0.4472135954999579,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,3727.6,286.22333936980056,18638,3922.6,793.8761238379701,19613,4391.0,454.93516021516734,21955,3826.4,675.2653552493272,19132,3909.8,270.38528066446224,19549,3841.4,661.522335223838,19207,3837.0,638.5268201101658,19185,3590.0,479.9005105227541,17950,4296.4,480.83136336973695,21482,3910.4,494.6921264786817,19552,3862.4,389.3838722905714,19312,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,5
25,FacesUCR,200,2050,131,14,205,5,100,0,100,0,0,0,1000,100,5,0.9608780487804879,0.0015192596587704896,22477887506.0,4201613194.052105,20957714575.6,4160847285.445835,768866891700,168457248963.57272,215838516816.2,41667365152.53178,0,0.0,0,0.0,0,0.0,87962735190.2,15593428594.881947,0,0.0,47.785999999999994,0.6827371382896932,2.948,0.014832396974191354,7491,85.32291603080616,37455,0,0.0,0,0,0.0,0,0,0.0,0,149820,1706.4583206161228,749100,0,0.0,0,11985.6,136.51666564928985,59928,303.8,22.398660674245676,1519,0,0.0,0,1113.2,20.87342808452891,5566,81.2,10.329569206893382,406,2996.4,34.12916641232246,14982,2996.4,34.12916641232246,14982,2996.4,34.12916641232246,14982,2996.4,34.12916641232246,14982,0,0.0,0,20.0,2.9154759474226504,100,20.4,6.767569726275452,102,14.0,6.4031242374328485,70,26.8,3.7013511046643495,134,160229.4,11099.540161646339,801147,409816.6,128530.98380857435,2049083,479215.2,63846.73258436959,2396076,195013.6,29709.14486820514,975068,193247.4,51306.37940159099,966237,358484.4,86496.83116334378,1792422,161847.6,31925.445216942553,809238,812548.6,139931.10756654505,4062743,250630.0,34374.236696979904,1253150,697504.0,121501.27538836784,3487520,544178.4,93047.40444687319,2720892,4.0,1.5811388300841898,20,32.4,6.308724118235003,162,33.0,1.5811388300841898,165,17.2,2.4899799195977463,86,16.0,6.782329983125268,80,24.4,2.701851217221259,122,12.4,4.03732584763727,62,59.8,7.854934754662192,299,18.2,5.06951674225463,91,44.6,10.358571330062848,223,41.8,1.9235384061671346,209,5
