,dataset,train_size,test_size,length,unique_classes,C,C_ee,C_boss,C_tsf,C_rise,C_randf,C_rotf,C_st,boss_trasformations,trees,total_repeats,accuracy_mean,accuracy_std,train_time_mean,train_time_std,test_time_mean,test_time_std,boss_transform_time_mean,boss_transform_time_std,ee_time_mean,ee_time_std,randf_time_mean,randf_time_std,rotf_time_mean,rotf_time_std,st_time_mean,st_time_std,boss_time_mean,boss_time_std,tsf_time_mean,tsf_time_std,mean_leaf_nodes_mean,mean_leaf_nodes_std,mean_depth_mean,mean_depth_std,ee_count_mean,ee_count_std,ee_count_sum,randf_count_mean,randf_count_std,randf_count_sum,rotf_count_mean,rotf_count_std,rotf_count_sum,st_count_mean,st_count_std,st_count_sum,boss_count_mean,boss_count_std,boss_count_sum,tsf_count_mean,tsf_count_std,tsf_count_sum,rif_count_mean,rif_count_std,rif_count_sum,ee_win_mean,ee_win_std,ee_win_sum,st_win_mean,st_win_std,st_win_sum,boss_win_mean,boss_win_std,boss_win_sum,rif_win_mean,rif_win_std,rif_win_sum,rif_acf_count_mean,rif_acf_count_std,rif_acf_count_sum,rif_pacf_count_mean,rif_pacf_count_std,rif_pacf_count_sum,rif_arma_count_mean,rif_arma_count_std,rif_arma_count_sum,rif_ps_count_mean,rif_ps_count_std,rif_ps_count_sum,rif_dft_count_mean,rif_dft_count_std,rif_dft_count_sum,rif_acf_win_mean,rif_acf_win_std,rif_acf_win_sum,rif_pacf_win_mean,rif_pacf_win_std,rif_pacf_win_sum,rif_arma_win_mean,rif_arma_win_std,rif_arma_win_sum,rif_ps_win_mean,rif_ps_win_std,rif_ps_win_sum,euc_count_mean,euc_count_std,euc_count_sum,dtw_count_mean,dtw_count_std,dtw_count_sum,dtwr_count_mean,dtwr_count_std,dtwr_count_sum,ddtw_count_mean,ddtw_count_std,ddtw_count_sum,ddtwr_count_mean,ddtwr_count_std,ddtwr_count_sum,wdtw_count_mean,wdtw_count_std,wdtw_count_sum,wddtw_count_mean,wddtw_count_std,wddtw_count_sum,lcss_count_mean,lcss_count_std,lcss_count_sum,twe_count_mean,twe_count_std,twe_count_sum,erp_count_mean,erp_count_std,erp_count_sum,msm_count_mean,msm_count_std,msm_count_sum,euc_win_mean,euc_win_std,euc_win_sum,dtw_win_mean,dtw_win_std,dtw_win_sum,dtwr_win_mean,dtwr_win_std,dtwr_win_sum,ddtw_win_mean,ddtw_win_std,ddtw_win_sum,ddtwr_win_mean,ddtwr_win_std,ddtwr_win_sum,wdtw_win_mean,wdtw_win_std,wdtw_win_sum,wddtw_win_mean,wddtw_win_std,wddtw_win_sum,lcss_win_mean,lcss_win_std,lcss_win_sum,twe_win_mean,twe_win_std,twe_win_sum,erp_win_mean,erp_win_std,erp_win_sum,msm_win_mean,msm_win_std,msm_win_sum,selected_repeats
26,FiftyWords,450,455,270,50,205,5,100,0,100,0,0,0,1000,100,5,0.8421978021978024,0.006482585144506689,263869751781.0,44140898957.0798,47730080090.0,13004830297.665165,3301778413980,597096935499.0951,3892127773308.2,727621603215.4866,0,0.0,0,0.0,0,0.0,702136180492.8,106749519611.83739,0,0.0,175.21200000000002,1.2922151523643473,3.146,0.04159326868617095,27069,188.56033517153037,135345,0,0.0,0,0,0.0,0,0,0.0,0,541380,3771.2067034306037,2706900,0,0.0,0,43310.4,301.69653627444956,216552,788.8,20.29039181484676,3944,0,0.0,0,4297.8,41.21528842553463,21489,327.2,13.19848476151714,1636,10827.6,75.42413406861239,54138,10827.6,75.42413406861239,54138,10827.6,75.42413406861239,54138,10827.6,75.42413406861239,54138,0,0.0,0,76.2,9.257429448826493,381,81.8,6.4961527075646845,409,70.0,6.819090848492928,350,99.2,10.473776778220929,496,915347.4,181044.4945926277,4576737,1114977.2,231385.68717122503,5574886,1514281.2,176410.97412491095,7571406,1388105.4,226825.02463969888,6940527,1339938.6,144299.8180345353,6699693,1295586.6,190891.65695309997,6477933,1131049.4,109666.38121046945,5655247,1616161.2,159326.47418492634,8080806,1081889.4,87521.64401620893,5409447,1157206.6,136292.60018174138,5786033,1113131.4,193569.41600056554,5565657,43.2,7.8230428862431785,216,62.4,12.421755109484328,312,89.8,7.3280283842245035,449,85.2,14.686728703152381,426,103.0,14.38749456993816,515,55.6,8.049844718999243,278,46.2,2.2803508501982765,231,106.0,7.516648189186455,530,63.4,7.436396977031283,317,56.6,10.876580344942981,283,77.4,10.114346246792225,387,5
27,Fish,175,175,463,7,205,5,100,0,100,0,0,0,1000,100,5,0.9942857142857143,0.004040610178208891,74569890747.2,12275566817.1682,2320228562.4,333966889.9614261,2098638067520,398739683501.112,927931861429.4,177600869933.4356,0,0.0,0,0.0,0,0.0,82927856891.0,13697885186.249844,0,0.0,33.108000000000004,0.4225754370523653,3.332,0.04324349662087946,7453,71.81573643707902,37265,0,0.0,0,0,0.0,0,0,0.0,0,149060,1436.3147287415804,745300,0,0.0,0,11924.8,114.90517829932644,59624,87.4,5.029910535983715,437,0,0.0,0,1270.8,15.927962832703985,6354,132.4,14.010710188994706,662,2981.2,28.72629457483161,14906,2981.2,28.72629457483161,14906,2981.2,28.72629457483161,14906,2981.2,28.72629457483161,14906,0,0.0,0,23.6,3.577708763999664,118,41.4,9.235799911215054,207,26.4,6.2289646009589745,132,41.0,7.84219357067906,205,85109.2,6392.430382882553,425546,86081.2,11217.566701384041,430406,93174.8,8092.337900755258,465874,80963.2,5181.355392172979,404816,84121.4,6990.819394033862,420607,82894.8,6789.159351495588,414474,82271.0,4997.308225434969,411355,88946.6,10524.028045382624,444733,91246.6,13294.070399994129,456233,80325.6,7151.372826248118,401628,90309.8,11585.704065787284,451549,6.2,2.04939015319192,31,5.0,2.0,25,4.2,2.8635642126552705,21,12.8,3.3466401061363023,64,15.8,3.7682887362833544,79,5.2,2.8635642126552705,26,8.0,2.9154759474226504,40,5.2,2.949576240750525,26,8.4,3.5777087639996634,42,9.6,0.8944271909999159,48,7.0,2.7386127875258306,35,5
28,FordA,3601,1320,500,2,205,5,100,0,100,0,0,0,1000,100,5,0.9390909090909091,0.002546626714238092,3936912340973.2,434369789520.32355,18735500794.0,3235154549.7465734,48723966571040,6394501585986.513,62513594026149.2,7622256133210.388,0,0.0,0,0.0,0,0.0,6885671945925.0,861326492520.7773,0,0.0,212.888,1.6987259932078427,20.8,0.28000000000000047,105944,849.3629966039254,529720,0,0.0,0,0,0.0,0,0,0.0,0,2118880,16987.259932078505,10594400,0,0.0,0,169510.4,1358.9807945662812,847552,351.0,16.673332000533062,1755,0,0.0,0,7989.6,115.5348432292181,39948,12848.2,203.79327761238838,64241,42377.6,339.7451986415703,211888,42377.6,339.7451986415703,211888,42377.6,339.7451986415703,211888,42377.6,339.7451986415703,211888,0,0.0,0,4184.8,148.00236484597127,20924,3030.2,37.824595172982356,15151,1272.6,12.136721138758997,6363,4360.6,90.70446516021137,21803,3954192.0,133562.37175379897,19770960,3991182.8,45935.11108836033,19955914,3916589.6,87841.1198659261,19582948,3967015.6,132599.740898314,19835078,3859378.8,130412.10016980792,19296894,3942703.4,90438.29549366793,19713517,3999277.2,93622.55646584318,19996386,3931006.8,115036.69692189527,19655034,3893285.2,92538.0076492897,19466426,3912461.0,53568.45173700657,19562305,3960755.6,128317.29128336521,19803778,21.4,3.911521443121589,107,28.2,4.207136793592526,141,34.2,5.215361924162118,171,39.4,5.029910535983717,197,34.6,6.18869937870632,173,22.8,5.761944116355173,114,25.8,4.266145801540309,129,28.6,8.561541917201597,143,55.0,9.1104335791443,275,33.6,4.505552130427524,168,27.4,3.361547262794322,137,5
29,FordB,3636,810,500,2,205,5,100,0,100,0,0,0,1000,100,5,0.8241975308641974,0.007539966165235793,4172936960207.8,597248981505.8412,10460662521.4,1626111544.8261275,48030142678540,6159745693433.833,67262150960619.2,10022433186761.002,0,0.0,0,0.0,0,0.0,7316757056610.8,1116351815084.5796,0,0.0,206.544,1.0072387998880874,20.49,0.17406895185529314,102772,503.61939994404406,513860,0,0.0,0,0,0.0,0,0,0.0,0,2055440,10072.387998880917,10277200,0,0.0,0,164435.2,805.7910399104757,822176,479.6,23.25510696599781,2398,0,0.0,0,7635.6,57.34806012412276,38178,12439.2,81.81503529303161,62196,41108.8,201.44775997761892,205544,41108.8,201.44775997761892,205544,41108.8,201.44775997761892,205544,41108.8,201.44775997761892,205544,0,0.0,0,3960.4,81.684147788907,19802,2982.0,57.54563406549626,14910,1176.4,34.87549282805909,5882,4320.4,96.62711834676638,21602,4087866.8,141741.24401069715,20439334,4101802.8,131503.69647542236,20509014,4048714.0,137707.79645866097,20243570,4086947.2,53404.99160846296,20434736,4047698.0,97109.93663626807,20238490,4026808.8,77627.18719752763,20134044,4068101.8,98979.63442648186,20340509,4072096.4,93465.56550302364,20360482,4085469.0,68903.15215576135,20427345,4111336.0,90808.59911649337,20556680,4003391.6,91598.0386897012,20016958,19.0,6.123724356957945,95,48.2,7.981227975693965,241,41.0,6.519202405202649,205,63.6,9.864076236526156,318,51.4,4.219004621945797,257,23.8,7.726577508832744,119,26.2,7.224956747275376,131,43.6,13.612494260788505,218,72.8,6.220932405998316,364,51.6,4.505552130427524,258,38.4,8.677557259966655,192,5
30,GunPoint,50,150,150,2,205,5,100,0,100,0,0,0,1000,100,5,1.0,0.0,2733643866.4,313632180.74615276,153057266.0,25847461.598812897,189290495220,22558128472.567825,9361574142.8,1431593706.3427374,0,0.0,0,0.0,0,0.0,4544022253.8,828544129.7148077,0,0.0,3.836,0.06693280212272613,2.29,0.044721359549995676,1418,33.466401061363,7090,0,0.0,0,0,0.0,0,0,0.0,0,28360,669.3280212272607,141800,0,0.0,0,2268.8,53.546241698180836,11344,19.4,4.979959839195493,97,0,0.0,0,207.8,8.408329203831165,1039,56.4,4.878524367060187,282,567.2,13.386560424545209,2836,567.2,13.386560424545209,2836,567.2,13.386560424545209,2836,567.2,13.386560424545209,2836,0,0.0,0,11.2,3.1144823004794873,56,14.2,4.604345773288536,71,7.6,2.4083189157584592,38,23.4,4.159326868617084,117,8771.8,273.92553732720853,43859,7943.4,487.01211483904575,39717,8121.8,484.0105370753822,40609,11825.2,1543.1324311283204,59126,8885.8,1434.411272961838,44429,7719.0,882.3516872540109,38595,8468.8,398.48801738571757,42344,8178.6,709.2251405583421,40893,8063.8,909.3419048960627,40319,8051.6,1204.8001079017215,40258,7693.8,1397.3956848366179,38469,0.0,0.0,0,0.0,0.0,0,0.2,0.447213595499958,1,14.8,4.381780460041329,74,1.8,2.04939015319192,9,0.2,0.447213595499958,1,0.8,0.8366600265340756,4,0.4,0.894427190999916,2,0.2,0.4472135954999579,1,0.6,0.8944271909999159,3,0.4,0.5477225575051661,2,5
31,Ham,109,105,431,2,205,5,100,0,100,0,0,0,1000,100,5,0.7161904761904763,0.02273778359297779,40055970431.0,8282230519.706587,802166623.4,110071826.93972224,1283996695480,231189312842.92764,457581040797.4,91882543715.63939,0,0.0,0,0.0,0,0.0,55509311782.0,9714463620.605576,0,0.0,15.245999999999999,0.1868956928342648,6.038,0.0708519583356734,7123,93.4478464171326,35615,0,0.0,0,0,0.0,0,0,0.0,0,142460,1868.9569283426517,712300,0,0.0,0,11396.8,149.51655426741206,56984,35.6,6.841052550594829,178,0,0.0,0,605.8,34.259305305274374,3029,783.2,16.991174179555685,3916,2849.2,37.379138566853015,14246,2849.2,37.379138566853015,14246,2849.2,37.379138566853015,14246,2849.2,37.379138566853015,14246,0,0.0,0,182.2,20.933227175951632,911,194.0,15.231546211727819,970,89.6,17.03819239238717,448,317.4,19.781304304822775,1587,40877.4,1961.1141731169046,204387,41660.6,988.1251438962585,208303,40975.8,1158.671523771944,204879,42073.2,2276.7458575783107,210366,39148.0,2371.107863425871,195740,40348.0,3764.2408265146905,201740,42072.4,1863.5780906632267,210362,42519.4,3772.83670465606,212597,41332.8,1624.1236713994417,206664,40947.2,823.8414289169978,204736,42468.8,1715.7539742049266,212344,3.0,1.414213562373095,15,1.8,1.9235384061671346,9,1.8,2.04939015319192,9,1.6,1.51657508881031,8,3.2,2.16794833886788,16,3.0,2.0,15,3.8,1.0954451150103321,19,5.4,2.8809720581775866,27,4.0,2.345207879911715,20,2.0,2.0,10,6.0,0.7071067811865475,30,5
32,HandOutlines,1000,370,2709,2,205,5,100,0,100,0,0,0,1000,100,5,0.9302702702702703,0.0035238931920014717,24756374554126.4,2577645842750.8384,512738442123.6,103305278460.32744,67853038326300,7932749525396.782,394801618720761.8,58035988529115.555,0,0.0,0,0.0,0,0.0,2725346482788.6,521426704218.1828,0,0.0,73.72,0.5872393038617177,19.346,0.363496905076234,36360,293.61965193086036,181800,0,0.0,0,0,0.0,0,0,0.0,0,727200,5872.393038617232,3636000,0,0.0,0,58176.0,469.79144308937697,290880,242.0,19.078784028338912,1210,0,0.0,0,3438.0,38.92942331964346,17190,3592.0,48.87228253314961,17960,14544.0,117.44786077234424,72720,14544.0,117.44786077234424,72720,14544.0,117.44786077234424,72720,14544.0,117.44786077234424,72720,0,0.0,0,296.0,20.74849392124643,1480,1414.4,54.36267101605661,7072,631.2,21.649480363278933,3156,1250.4,21.06656118117049,6252,1050784.0,20058.280222890495,5253920,1098825.6,62264.49107878421,5494128,1065353.8,23819.539304948776,5326769,1070512.6,25818.137951835342,5352563,1084173.6,34280.40864400538,5420868,1091753.0,22793.353285552363,5458765,1097665.0,29702.332029657195,5488325,1083053.8,39010.984423621,5415269,1096399.2,32741.132688103487,5481996,1069899.4,37555.329139817164,5349497,1090242.6,34776.92233795278,5451213,30.2,5.06951674225463,151,21.2,7.395944834840239,106,20.8,7.628892449104261,104,40.0,10.344080432788601,200,36.6,3.974921382870358,183,18.0,4.636809247747852,90,16.6,2.7018512172212596,83,11.4,2.5099800796022267,57,14.2,3.7013511046643495,71,13.6,1.3416407864998738,68,19.4,2.701851217221259,97,5
33,Haptics,155,308,1092,5,205,5,100,0,100,0,0,0,1000,100,5,0.49610389610389616,0.006245254565477679,299033492118.2,38774615785.976715,30956342154.8,6009482851.50225,4029306168160,510678635049.7999,5191458390157.2,683717648607.8789,0,0.0,0,0.0,0,0.0,120515989054.0,21100486010.26793,0,0.0,64.958,0.34549963820531,4.459999999999999,0.06324555320336747,15517,75.54799798803428,77585,0,0.0,0,0,0.0,0,0,0.0,0,310340,1510.9599597606882,1551700,0,0.0,0,24827.2,120.87679678085405,124136,229.4,13.427583550289306,1147,0,0.0,0,2575.8,18.646715528478516,12879,298.2,12.255610959882823,1491,6206.8,30.219199195213513,31034,6206.8,30.219199195213513,31034,6206.8,30.219199195213513,31034,6206.8,30.219199195213513,31034,0,0.0,0,48.6,3.286335345030997,243,85.6,8.502940667792526,428,69.2,12.194260945215174,346,94.8,7.155417527999329,474,100798.2,9427.076598818958,503991,93504.0,9072.454133254132,467520,91972.4,4747.572674535904,459862,83584.4,6461.4388722636695,417922,87384.4,4022.992642300008,436922,101938.8,3196.229137593235,509694,87867.4,6149.631720680517,439337,92630.8,5645.519568649106,463154,89993.2,2604.223435114582,449966,93748.4,8610.331224755526,468742,99850.2,6509.487898444854,499251,23.8,7.259476565152615,119,20.2,3.492849839314596,101,20.8,3.6331804249169903,104,17.6,2.302172886644267,88,15.8,4.43846820423443,79,25.8,1.3038404810405297,129,14.2,3.96232255123179,71,23.2,5.167204273105526,116,21.4,3.361547262794322,107,24.0,6.745368781616021,120,22.6,6.58027355054484,113,5
34,Herring,64,64,512,2,205,5,100,0,100,0,0,0,1000,100,5,0.6125,0.05457577873929057,26231255349.0,5453048954.420051,543248580.2,169546302.174285,819493117920,156301950152.16113,309393423353.0,74682252974.75052,0,0.0,0,0.0,0,0.0,26658175432.0,6076941805.999639,0,0.0,11.331999999999999,0.10733126291998986,5.422,0.04816637831516913,5166,53.665631459995,25830,0,0.0,0,0,0.0,0,0,0.0,0,103320,1073.3126291998983,516600,0,0.0,0,8265.6,85.86501033599193,41328,20.8,4.764451699828639,104,0,0.0,0,521.8,17.838161340227852,2609,490.6,11.738824472663346,2453,2066.4,21.46625258399798,10332,2066.4,21.46625258399798,10332,2066.4,21.46625258399798,10332,2066.4,21.46625258399798,10332,0,0.0,0,42.6,5.770615218501403,213,151.0,4.795831523312719,755,109.0,7.615773105863909,545,188.0,8.944271909999156,940,21897.0,742.0741202871853,109485,22158.6,841.108673121375,110793,20558.6,700.1359153764355,102793,21888.0,1069.0736644403883,109440,20371.8,682.153721678626,101859,20808.0,1496.7842195854416,104040,21438.6,766.8525281956106,107193,20716.8,848.5058632678974,103584,21532.8,367.94591993933057,107664,20854.4,1289.0069045586993,104272,21305.0,623.8232922871671,106525,1.4,0.8944271909999159,7,3.0,1.4142135623730951,15,2.8,2.16794833886788,14,2.4,1.51657508881031,12,3.2,1.0954451150103321,16,1.2,1.3038404810405297,6,0.8,0.4472135954999579,4,0.8,0.4472135954999579,4,1.2,0.8366600265340756,6,1.8,2.16794833886788,9,2.2,1.3038404810405297,11,5
35,InlineSkate,100,550,1882,7,205,5,100,0,100,0,0,0,1000,100,5,0.521090909090909,0.015566439849457468,617505972588.2,89738618267.95653,158877901593.2,36186352243.50801,4597618637940,648049329595.8711,11207653637711.6,1873436735848.3843,0,0.0,0,0.0,0,0.0,111126748651.0,24195953306.13875,0,0.0,49.37,0.22045407685048685,3.778,0.0708519583356733,10099,153.6391877093863,50495,0,0.0,0,0,0.0,0,0,0.0,0,201980,3072.7837541877216,1009900,0,0.0,0,16158.4,245.82270033501803,80792,115.6,10.23718711365578,578,0,0.0,0,1771.4,29.686697357570775,8857,132.8,11.987493482792807,664,4039.6,61.45567508375451,20198,4039.6,61.45567508375451,20198,4039.6,61.45567508375451,20198,4039.6,61.45567508375451,20198,0,0.0,0,23.4,5.5497747702046425,117,29.2,6.300793600809346,146,34.8,7.661592523751182,174,45.4,9.710818709048171,227,53636.0,4632.153117072016,268180,59171.4,4703.9830250544055,295857,61858.2,7955.1020232301225,309291,86955.0,11468.92566895435,434775,74980.0,7565.194181248754,374900,55128.4,3279.1988808244005,275642,57535.6,7220.903911561211,287678,57407.6,4389.694157911232,287038,54531.6,3161.1200230298123,272658,54790.4,2352.8362246446304,273952,54304.2,4971.329118052838,271521,4.4,3.1304951684997055,22,7.6,2.8809720581775866,38,6.4,2.4083189157584592,32,27.0,4.69041575982343,135,23.0,2.449489742783178,115,9.6,2.3021728866442674,48,9.8,2.7748873851023217,49,5.8,4.764451699828638,29,6.0,1.4142135623730951,30,7.6,1.8165902124584952,38,8.4,2.701851217221259,42,5
36,InsectWingbeatSound,220,1980,256,11,205,5,100,0,100,0,0,0,1000,100,5,0.6363636363636364,0.0032925264672740663,53206054341.0,8560199918.921837,42855141504.2,7555264241.719926,1605667295660,251837935043.49557,591713632619.0,128721302717.90593,0,0.0,0,0.0,0,0.0,136103869052.8,24575921214.432793,0,0.0,85.35,0.5875797818169015,4.35,0.06928203230275515,21231,121.62442188968464,106155,0,0.0,0,0,0.0,0,0,0.0,0,424620,2432.488437793693,2123100,0,0.0,0,33969.6,194.59907502349543,169848,370.6,9.208691546577075,1853,0,0.0,0,3163.2,18.673510650116164,15816,712.4,17.472836060582736,3562,8492.4,48.64976875587386,42462,8492.4,48.64976875587386,42462,8492.4,48.64976875587386,42462,8492.4,48.64976875587386,42462,0,0.0,0,141.0,17.334935823359714,705,181.0,4.358898943540674,905,147.2,6.340346993658944,736,243.2,11.077003204838391,1216,546096.6,48341.62635141684,2730483,170284.4,6434.532251842398,851422,307393.0,33810.01016710879,1536965,176173.6,12702.771540101003,880868,235544.6,69123.98000549448,1177723,554231.8,105064.26574340106,2771159,205323.2,31452.50199427702,1026616,635396.4,151185.4839123122,3176982,234852.6,48567.609183487715,1174263,238799.0,41890.06518257043,1193995,555253.4,95725.34265438802,2776267,59.6,6.542170893518451,298,13.6,2.792848008753788,68,27.0,4.0,135,15.0,2.345207879911715,75,20.8,5.761944116355173,104,47.8,4.658325879540847,239,35.2,2.0493901531919203,176,52.2,3.70135110466435,261,28.2,8.700574693662482,141,19.4,4.277849927241488,97,51.8,4.494441010848846,259,5
37,ItalyPowerDemand,67,1029,24,2,205,5,100,0,100,0,0,0,1000,100,5,0.9694849368318754,0.002015203241334215,2317872024.0,661025886.2830436,288691777.8,125676260.3618996,36271162960,7049007112.812008,6861380076.4,3832190923.3540115,0,0.0,0,0.0,0,0.0,24236467853.8,6812946264.111083,0,0.0,4.194,0.035777087639996555,2.7619999999999996,0.01788854381999806,1597,17.88854381999832,7985,0,0.0,0,0,0.0,0,0,0.0,0,31940,357.77087639996637,159700,0,0.0,0,2555.2,28.621670111997314,12776,57.4,5.856620185738529,287,0,0.0,0,34.2,5.06951674225463,171,227.8,12.557866060760484,1139,638.8,7.155417527999329,3194,638.8,7.155417527999329,3194,638.8,7.155417527999329,3194,638.8,7.155417527999329,3194,0,0.0,0,101.0,10.02496882788171,505,53.2,7.259476565152615,266,16.6,2.701851217221259,83,57.0,4.123105625617661,285,36533.2,3904.9376691568336,182666,13338.4,1214.5708295525626,66692,21470.4,3228.082759162163,107352,12276.6,1438.322217029272,61383,16682.4,926.2760387703008,83412,29348.8,4358.2848346568635,146744,21205.0,4077.550306250065,106025,13346.8,1640.140146450906,66734,17893.8,2085.478530217945,89469,16999.2,2954.576991719796,84996,24020.6,2984.1439811108307,120103,14.0,2.449489742783178,70,1.8,1.9235384061671346,9,5.6,1.6733200530681511,28,1.0,1.0,5,4.0,1.224744871391589,20,9.6,1.949358868961793,48,5.4,2.4083189157584592,27,1.4,0.5477225575051661,7,3.8,1.3038404810405297,19,3.8,1.3038404810405297,19,7.0,2.0,35,5
38,LargeKitchenAppliances,375,375,720,3,205,5,100,0,100,0,0,0,1000,100,5,0.808,0.013984117975602043,325483718932.8,51879192059.6025,13864808861.8,1935016770.9403682,6159416504860,703829410863.9258,5054480064215.2,944696840912.9911,0,0.0,0,0.0,0,0.0,260121292363.6,41498332751.90889,0,0.0,66.826,0.7214776503814889,7.462000000000001,0.1233693641063292,23555,226.6053838724932,117775,0,0.0,0,0,0.0,0,0,0.0,0,471100,4532.107677449864,2355500,0,0.0,0,37688.0,362.56861419598914,188440,427.6,17.386776584519623,2138,0,0.0,0,3091.2,42.109381377550555,15456,1192.2,3.70135110466434,5961,9422.0,90.64215354899729,47110,9422.0,90.64215354899729,47110,9422.0,90.64215354899729,47110,9422.0,90.64215354899729,47110,0,0.0,0,420.6,14.27585373979434,2103,189.0,11.357816691600545,945,173.4,7.829431652425354,867,409.2,12.853015210447703,2046,225530.4,3080.448068057633,1127652,264875.8,18656.26411423252,1324379,228130.8,13297.752768795188,1140654,246176.6,20826.53469255027,1230883,230424.0,15965.280940215238,1152120,232081.2,4766.749857082916,1160406,232063.8,13787.406035944545,1160319,233048.4,7713.198999118329,1165242,232779.6,7871.082790823635,1163898,229499.8,21941.775559420894,1147499,245530.6,8578.22984653594,1227653,14.0,4.301162633521313,70,87.4,11.886967653695372,437,24.2,5.805170109479998,121,65.0,11.895377253370318,325,28.8,3.271085446759225,144,16.2,4.324349662087931,81,61.0,7.106335201775948,305,38.2,2.5884358211089578,191,37.2,10.084641788382967,186,20.0,5.0,100,35.6,2.8809720581775866,178,5
39,Lightning2,60,61,637,2,205,5,100,0,100,0,0,0,1000,100,5,0.7475409836065574,0.024861886701808323,39028376984.2,6436937812.957277,1310459545.6,169845951.4678481,1031182117340,185578467105.78638,477615274283.2,102095680388.25801,0,0.0,0,0.0,0,0.0,32360177146.8,5218975684.226003,0,0.0,8.642000000000001,0.10134100848126572,5.345999999999999,0.1575753787874235,3821,50.67050424063297,19105,0,0.0,0,0,0.0,0,0,0.0,0,76420,1013.4100848126599,382100,0,0.0,0,6113.6,81.0728067850126,30568,43.8,3.5637059362410928,219,0,0.0,0,271.8,22.106560112328648,1359,448.6,26.359059163786558,2243,1528.4,20.26820169625315,7642,1528.4,20.26820169625315,7642,1528.4,20.26820169625315,7642,1528.4,20.26820169625315,7642,0,0.0,0,96.2,7.496665925596525,481,133.4,5.813776741499455,667,65.0,5.70087712549569,325,154.0,15.443445211480501,770,19317.2,551.1657645391264,96586,20349.0,1346.1625087633367,101745,20604.8,1681.898094415949,103024,19441.4,1198.1501575345217,97207,19869.2,901.3696245159363,99346,19884.2,934.5427759070212,99421,19735.6,1036.1089711029435,98678,22335.8,1901.6209401455378,111679,19978.0,1729.5018068796578,99890,20988.8,1188.6928535159952,104944,20875.0,768.0651014074263,104375,2.4,1.816590212458495,12,1.8,2.16794833886788,9,2.4,2.0736441353327724,12,3.0,1.224744871391589,15,2.6,0.8944271909999159,13,0.8,1.3038404810405297,4,5.4,2.8809720581775866,27,11.4,4.09878030638384,57,3.6,1.9493588689617927,18,2.4,2.792848008753788,12,8.0,2.345207879911715,40,5
40,Lightning7,70,73,319,7,205,5,100,0,100,0,0,0,1000,100,5,0.7561643835616438,0.0225091461988424,18142788724.2,3497203787.0775886,1972143169.2,347895193.3547238,643190640600,137679041732.26654,200273483830.4,45378556119.86345,0,0.0,0,0.0,0,0.0,32773164705.4,7298073418.568515,0,0.0,24.294,0.14397916515940692,3.232,0.04658325879540849,5381,42.924352062669506,26905,0,0.0,0,0,0.0,0,0,0.0,0,107620,858.4870412533902,538100,0,0.0,0,8609.6,68.67896330027128,43048,214.8,4.43846820423443,1074,0,0.0,0,751.4,15.820872289478853,3757,110.0,7.348469228349533,550,2152.4,17.16974082506782,10762,2152.4,17.16974082506782,10762,2152.4,17.16974082506782,10762,2152.4,17.16974082506782,10762,0,0.0,0,27.2,8.5848704125339,136,21.2,4.658325879540846,106,25.4,2.0736441353327724,127,36.2,3.033150177620621,181,31466.8,1656.3371335570544,157334,35601.6,4716.056223159347,178008,41623.8,5056.239086514798,208119,31177.6,3178.0243548468916,155888,32191.2,2774.9973333320518,160956,35100.4,5762.926713051278,175502,31760.6,2157.607193165614,158803,33727.8,5227.657094722263,168639,36894.2,6630.442873594493,184471,42922.6,3362.4078128626816,214613,34465.0,6890.081675858423,172325,8.2,1.7888543819998317,41,29.6,2.7018512172212588,148,32.2,5.495452665613635,161,15.0,2.5495097567963922,75,18.6,4.39317652729776,93,13.0,4.527692569068709,65,10.4,5.458937625582473,52,10.4,1.51657508881031,52,22.0,7.035623639735144,110,38.2,4.868264577855235,191,17.2,4.658325879540847,86,5
41,Mallat,55,2345,1024,8,205,5,100,0,100,0,0,0,1000,100,5,0.9767164179104478,0.0023857741118463245,72157189518.2,15404903682.95116,427896196719.0,95285251908.3438,1503254990260,347958980860.562,1006989068900.0,238529331920.5557,0,0.0,0,0.0,0,0.0,34168641090.8,6422253522.362307,0,0.0,10.904,0.09838699100999065,2.008,0.01095445115010338,1784,30.700162866017518,8920,0,0.0,0,0,0.0,0,0,0.0,0,35680,614.0032573203506,178400,0,0.0,0,2854.4,49.12026058562797,14272,100.6,3.6469165057620927,503,0,0.0,0,233.6,7.092249290598858,1168,22.6,4.505552130427524,113,713.6,12.280065146406992,3568,713.6,12.280065146406992,3568,713.6,12.280065146406992,3568,713.6,12.280065146406992,3568,0,0.0,0,5.2,2.7748873851023217,26,7.4,3.1304951684997055,37,3.6,1.8165902124584947,18,6.4,2.701851217221259,32,255983.8,74441.49414271586,1279919,255821.4,51316.55121693194,1279107,308178.8,52576.87537977128,1540894,51785.8,29187.31452532076,258929,88470.8,33799.291097595524,442354,283790.6,44140.497214009716,1418953,37056.0,14098.28604831098,185280,122445.0,38055.20283088766,612225,118079.4,35295.212321219995,590397,171094.0,14571.015836241482,855470,151307.4,38018.425563139775,756537,13.6,3.286335345030997,68,13.6,3.0495901363953815,68,17.0,2.23606797749979,85,2.4,2.073644135332772,12,4.8,2.6832815729997477,24,16.8,4.147288270665544,84,1.8,1.6431676725154984,9,6.4,2.302172886644268,32,6.0,2.5495097567963922,30,10.0,1.5811388300841893,50,8.2,1.4832396974191326,41,5
