,index,dataset,train_size,test_size,length,unique_classes,C,C_ee,C_boss,C_tsf,C_rise,C_randf,C_rotf,C_st,boss_trasformations,trees,total_repeats,accuracy_mean,accuracy_std,train_time_mean,train_time_std,test_time_mean,test_time_std,boss_transform_time_mean,boss_transform_time_std,ee_time_mean,ee_time_std,randf_time_mean,randf_time_std,rotf_time_mean,rotf_time_std,st_time_mean,st_time_std,boss_time_mean,boss_time_std,tsf_time_mean,tsf_time_std,mean_leaf_nodes_mean,mean_leaf_nodes_std,mean_depth_mean,mean_depth_std,ee_count_mean,ee_count_std,ee_count_sum,randf_count_mean,randf_count_std,randf_count_sum,rotf_count_mean,rotf_count_std,rotf_count_sum,st_count_mean,st_count_std,st_count_sum,boss_count_mean,boss_count_std,boss_count_sum,tsf_count_mean,tsf_count_std,tsf_count_sum,rif_count_mean,rif_count_std,rif_count_sum,ee_win_mean,ee_win_std,ee_win_sum,st_win_mean,st_win_std,st_win_sum,boss_win_mean,boss_win_std,boss_win_sum,rif_win_mean,rif_win_std,rif_win_sum,rif_acf_count_mean,rif_acf_count_std,rif_acf_count_sum,rif_pacf_count_mean,rif_pacf_count_std,rif_pacf_count_sum,rif_arma_count_mean,rif_arma_count_std,rif_arma_count_sum,rif_ps_count_mean,rif_ps_count_std,rif_ps_count_sum,rif_dft_count_mean,rif_dft_count_std,rif_dft_count_sum,rif_acf_win_mean,rif_acf_win_std,rif_acf_win_sum,rif_pacf_win_mean,rif_pacf_win_std,rif_pacf_win_sum,rif_arma_win_mean,rif_arma_win_std,rif_arma_win_sum,rif_ps_win_mean,rif_ps_win_std,rif_ps_win_sum,euc_count_mean,euc_count_std,euc_count_sum,dtw_count_mean,dtw_count_std,dtw_count_sum,dtwr_count_mean,dtwr_count_std,dtwr_count_sum,ddtw_count_mean,ddtw_count_std,ddtw_count_sum,ddtwr_count_mean,ddtwr_count_std,ddtwr_count_sum,wdtw_count_mean,wdtw_count_std,wdtw_count_sum,wddtw_count_mean,wddtw_count_std,wddtw_count_sum,lcss_count_mean,lcss_count_std,lcss_count_sum,twe_count_mean,twe_count_std,twe_count_sum,erp_count_mean,erp_count_std,erp_count_sum,msm_count_mean,msm_count_std,msm_count_sum,euc_win_mean,euc_win_std,euc_win_sum,dtw_win_mean,dtw_win_std,dtw_win_sum,dtwr_win_mean,dtwr_win_std,dtwr_win_sum,ddtw_win_mean,ddtw_win_std,ddtw_win_sum,ddtwr_win_mean,ddtwr_win_std,ddtwr_win_sum,wdtw_win_mean,wdtw_win_std,wdtw_win_sum,wddtw_win_mean,wddtw_win_std,wddtw_win_sum,lcss_win_mean,lcss_win_std,lcss_win_sum,twe_win_mean,twe_win_std,twe_win_sum,erp_win_mean,erp_win_std,erp_win_sum,msm_win_mean,msm_win_std,msm_win_sum,selected_repeats
10,10,Computers,250,250,720,2,205,5,100,0,100,0,0,0,1000,500,11,0.7050909090909091,0.006949166071616713,450773127772.36365,48763670697.61999,10256565065.181818,1181454538.9614542,15836127969772.727,197490587094.7224,10800740325764.908,1427041383942.3547,0,0.0,0,0.0,0,0.0,761296882601.6364,107785484772.48592,0,0.0,35.341818181818184,0.13881917603978164,9.577636363636364,0.09589501835577577,85854.54545454546,347.04794009945283,944400,0,0.0,0,0,0.0,0,0,0.0,0,1717090.9090909092,6940.958801989049,18888000,0,0.0,0,137367.27272727274,555.2767041591261,1511040,519.8181818181819,22.802711162570922,5718,0,0.0,0,7339.272727272727,76.93645547994885,80732,9311.818181818182,83.4731312241465,102430,34341.818181818184,138.81917603978152,377760,34341.818181818184,138.81917603978152,377760,34341.818181818184,138.81917603978152,377760,34341.818181818184,138.81917603978152,377760,0,0.0,0,1848.7272727272727,36.92720110999727,20336,1896.090909090909,30.02150744201413,20857,1690.7272727272727,32.1312648648973,18598,3876.2727272727275,57.90525176370605,42639,696560.2727272727,15193.994294397433,7662163,700673.2727272727,13329.84982729295,7707406,698919.9090909091,9372.772806961071,7688119,714235.1818181818,15721.459174123613,7856587,707170.0909090909,10440.457551798594,7778871,698976.0,13092.443874235252,7688736,712825.0909090909,14679.663207679881,7841076,706247.5454545454,7425.3869712444775,7768723,704609.9090909091,11275.768447911136,7750709,703242.9090909091,14344.764183872416,7735672,706901.2727272727,13589.315634651435,7775914,21.272727272727273,2.6866674186027977,234,37.27272727272727,5.236237372215074,410,26.818181818181817,5.510320894796995,295,74.45454545454545,8.733425861179981,819,65.45454545454545,7.229988054812212,720,23.90909090909091,3.015113445777636,263,110.54545454545455,6.346079677464448,1216,39.27272727272727,6.634619945270551,432,49.36363636363637,5.696889103233926,543,34.72727272727273,5.386852682056734,382,36.72727272727273,6.357529537342458,404,10
11,11,CricketX,390,390,300,12,205,5,100,0,100,0,0,0,1000,500,11,0.8137529137529138,0.006713124836173134,305695098795.0909,44947786384.018326,43012185766.818184,5937229907.453199,11291267493818.182,250711825306.61478,7611741112634.728,1288184849172.6038,0,0.0,0,0.0,0,0.0,1287308268222.5454,224579453375.0943,0,0.0,145.74145454545453,0.3197650273673984,4.158,0.016946976131451793,142359.54545454544,411.8218944243649,1565955,0,0.0,0,0,0.0,0,0,0.0,0,2847190.909090909,8236.437888487282,31319100,0,0.0,0,227775.27272727274,658.9150310789846,2505528,4163.727272727273,108.48879288580099,45801,0,0.0,0,21700.545454545456,143.33064127140722,238706,2607.6363636363635,54.697847722324006,28684,56943.818181818184,164.72875776974615,626382,56943.818181818184,164.72875776974615,626382,56943.818181818184,164.72875776974615,626382,56943.818181818184,164.72875776974615,626382,0,0.0,0,607.7272727272727,42.33932193384988,6685,612.2727272727273,29.8130538827907,6735,502.45454545454544,17.171858585276304,5527,885.1818181818181,17.411594882825536,9737,1778441.1818181819,54463.69624955358,19562853,2457594.727272727,100813.34383809607,27033542,2311428.3636363638,56249.55142091845,25425712,2155785.090909091,62553.858444470934,23713636,2164217.909090909,87909.2507719802,23806397,1856631.0909090908,67784.06713890009,20422942,1788569.0,74609.1447143043,19674259,1812858.8181818181,68868.99819050395,19941447,1993113.5454545454,109188.65068619873,21924249,2130143.272727273,52368.05532209673,23431576,1910831.2727272727,59315.00735916822,21019144,125.45454545454545,15.838962316791061,1380,748.3636363636364,25.989508372698122,8232,606.8181818181819,26.118262506599407,6675,411.0,21.70253441421071,4521,393.0,15.479018056711482,4323,217.0,17.25688268488837,2387,160.36363636363637,9.708478019470684,1764,331.09090909090907,13.442131865552758,3642,364.0,18.24280680158621,4004,448.6363636363636,27.12663903720004,4935,358.0,23.42648074295412,3938,10
12,12,CricketY,390,390,300,12,205,5,100,0,100,0,0,0,1000,500,11,0.8018648018648019,0.0063939185737971835,310538838201.9091,46197405903.126564,34039979415.545456,4533709668.551619,11276955613318.182,151688126996.5923,7677066788554.909,1326518869746.5056,0,0.0,0,0.0,0,0.0,1292014456483.9092,229900028404.9343,0,0.0,149.2058181818182,0.6192837505024427,4.359818181818182,0.02107993444875103,149050.9090909091,523.0526655214452,1639560,0,0.0,0,0,0.0,0,0,0.0,0,2981018.1818181816,10461.053310429055,32791200,0,0.0,0,238481.45454545456,836.8842648343141,2623296,3509.181818181818,41.715268623894,38601,0,0.0,0,23443.18181818182,122.75244859620382,257875,2857.818181818182,44.26018116053793,31436,59620.36363636364,209.22106620857852,655824,59620.36363636364,209.22106620857852,655824,59620.36363636364,209.22106620857852,655824,59620.36363636364,209.22106620857852,655824,0,0.0,0,632.8181818181819,26.813497279609688,6961,666.6363636363636,18.943456533973546,7333,581.0,19.333908037435176,6391,977.3636363636364,26.185006119047333,10751,1798052.2727272727,58478.98121221139,19778575,2573294.8181818184,95465.80206211879,28306243,2263382.5454545454,95848.75395680805,24897208,1857471.0,78743.77904317266,20432181,1827637.9090909092,82779.58729234467,20104017,1813337.7272727273,86858.97441035199,19946715,1752376.0,56603.66922028994,19276136,1880127.7272727273,73368.12683596455,20681405,1919863.9090909092,47903.97717821461,21118503,2181612.909090909,99829.56472854581,23997742,1963300.9090909092,91305.25208820634,21596310,90.54545454545455,7.528129068548663,996,727.6363636363636,33.03111480792838,8004,517.0909090909091,20.1119593548443,5688,293.90909090909093,22.015696879520053,3233,267.0,18.520259177452118,2937,146.9090909090909,6.8476937059793395,1616,129.0,9.219544457292889,1419,311.09090909090907,20.791606698158493,3422,288.54545454545456,13.90225619360854,3174,428.1818181818182,11.973455489692027,4710,309.27272727272725,11.411318145515967,3402,10
13,13,CricketZ,390,390,300,12,205,5,100,0,100,0,0,0,1000,500,11,0.834032634032634,0.00574392273427002,310441281669.36365,41338953447.553635,43229059408.63636,7766937612.381802,11267336034727.273,270682960212.17136,7678945979354.0,1283318089862.317,0,0.0,0,0.0,0,0.0,1293656220888.2727,206599147489.16776,0,0.0,148.25181818181818,0.5135153002943227,4.217272727272728,0.02053821272209896,145909.0909090909,578.2508892419369,1605000,0,0.0,0,0,0.0,0,0,0.0,0,2918181.8181818184,11565.017784838745,32100000,0,0.0,0,233454.54545454544,925.201422787099,2568000,4016.4545454545455,82.93294114688516,44181,0,0.0,0,22560.0,131.68978699960007,248160,2605.3636363636365,67.11672329199735,28659,58363.63636363636,231.30035569677474,642000,58363.63636363636,231.30035569677474,642000,58363.63636363636,231.30035569677474,642000,58363.63636363636,231.30035569677474,642000,0,0.0,0,606.3636363636364,34.78583828880002,6670,606.7272727272727,21.39201210307674,6674,522.2727272727273,19.514563326351475,5745,870.0,36.53765181289022,9570,1757615.1818181819,61555.83033120119,19333767,2393896.909090909,100375.12288954324,26332866,2220165.272727273,87084.33355442401,24421818,2280166.727272727,97363.49551355568,25081834,2197293.090909091,123983.25236374029,24170224,1879717.2727272727,59988.939984118646,20676890,1840834.0909090908,57168.974658383624,20249175,1810560.3636363635,70579.0318143749,19916164,2013040.9090909092,68128.8578686808,22143450,2035416.4545454546,73609.55764350665,22389581,1953989.4545454546,48398.892244272756,21493884,120.45454545454545,12.572697692727973,1325,676.9090909090909,33.51254853172032,7446,580.0,16.75708805252273,6380,433.54545454545456,10.415024112921067,4769,411.1818181818182,15.091840058907211,4523,206.45454545454547,14.610705912882073,2271,169.72727272727272,13.893098351994118,1867,312.27272727272725,25.39720815007393,3435,354.27272727272725,20.717581466430428,3897,410.6363636363636,13.529765166274895,4517,341.0,13.827508813954887,3751,10
14,14,DiatomSizeReduction,16,306,345,4,205,5,100,0,100,0,0,0,1000,500,11,0.9729649435531788,0.0029559935742918086,3293190629.2727275,414603054.93440986,4576112629.818182,632143870.9002079,485769464454.5455,11839158526.242544,49172330198.0,8176287166.7368145,0,0.0,0,0.0,0,0.0,6822018885.181818,1112604167.714538,0,0.0,4.007272727272727,0.004406606610327512,1.007090909090909,0.004229764661409565,2518.181818181818,11.016516525818696,27700,0,0.0,0,0,0.0,0,0,0.0,0,50363.63636363636,220.3303305163739,554000,0,0.0,0,4029.090909090909,17.626426441309906,44320,177.0909090909091,11.3706160383204,1948,0,0.0,0,326.3636363636364,12.257836083687266,3590,0.18181818181818182,0.40451991747794525,2,1007.2727272727273,4.406606610327477,11080,1007.2727272727273,4.406606610327477,11080,1007.2727272727273,4.406606610327477,11080,1007.2727272727273,4.406606610327477,11080,0,0.0,0,0.09090909090909091,0.30151134457776363,1,0.0,0.0,0,0.09090909090909091,0.30151134457776363,1,0.0,0.0,0,49088.09090909091,7656.690139408091,539969,46803.90909090909,3432.248343419965,514843,43403.181818181816,5359.747341399254,477435,12063.545454545454,974.4051891935269,132699,14374.818181818182,2392.2219302640724,158123,46393.454545454544,5835.710519956185,510328,20262.909090909092,2689.718812610176,222892,14487.90909090909,2045.7408660211802,159367,39562.181818181816,6565.482035893203,435184,39377.181818181816,6302.185856005548,433149,34734.181818181816,6695.531835757063,382076,28.90909090909091,5.855844011832034,318,27.09090909090909,2.809076198843508,298,24.545454545454547,4.033946860424326,270,0.0,0.0,0,1.5454545454545454,1.6348477827391983,17,26.545454545454547,4.435394827152063,292,6.363636363636363,2.157439559882375,70,2.0,1.5491933384829668,22,21.454545454545453,5.047051344372006,236,21.09090909090909,4.8673307973579405,232,17.545454545454547,5.007267445696033,193,10
15,15,DistalPhalanxOutlineAgeGroup,400,139,80,3,205,5,100,0,100,0,0,0,1000,500,11,0.7462393721386527,0.00465230065239472,31161335777.909092,3661922530.2951,482871018.27272725,74056379.21071045,2368076687363.636,40583564956.22751,334370828531.36365,54793868570.12635,0,0.0,0,0.0,0,0.0,396125026295.0909,59462658517.261955,0,0.0,43.52018181818182,0.11060724947472206,7.771090909090909,0.03872326056895145,87611.36363636363,225.7109978389508,963725,0,0.0,0,0,0.0,0,0,0.0,0,1752227.2727272727,4514.219956778995,19274500,0,0.0,0,140178.18181818182,361.13759654231626,1541960,978.2727272727273,30.997067309959853,10761,0,0.0,0,8918.0,70.97464335944215,98098,7626.0,46.8806996534822,83886,35044.545454545456,90.28439913557906,385490,35044.545454545456,90.28439913557906,385490,35044.545454545456,90.28439913557906,385490,35044.545454545456,90.28439913557906,385490,0,0.0,0,1417.090909090909,46.46386670404121,15588,2671.0,34.8998567332303,29381,1282.0,37.576588456111914,14102,2255.909090909091,57.23889332517627,24815,1150464.5454545454,20082.415981966096,12655110,1170656.4545454546,31050.78921497368,12877221,1174138.6363636365,20605.96987900705,12915525,1165131.3636363635,21848.31792734958,12816445,1152823.9090909092,35497.7254157348,12681063,1165736.6363636365,19933.471249497554,12823103,1163503.7272727273,23333.93191509271,12798541,1142234.9090909092,17309.04540091422,12564584,1179135.8181818181,19949.424587281625,12970494,1179327.4545454546,25948.586167125333,12972602,1165850.0,26573.16774492642,12824350,45.63636363636363,7.046598147655751,502,125.81818181818181,17.174505418312236,1384,108.18181818181819,9.568888982720841,1190,92.36363636363636,9.882031443713661,1016,89.63636363636364,10.707686279236306,986,105.63636363636364,8.090398349558907,1162,77.0909090909091,9.502152866109297,848,55.63636363636363,7.04659814765575,612,91.72727272727273,9.477245476307017,1009,108.27272727272727,10.030861469394429,1191,78.27272727272727,10.55548112679767,861,10
16,16,DistalPhalanxOutlineCorrect,600,276,80,2,205,5,100,0,100,0,0,0,1000,500,11,0.7822793148880105,0.00696077494046881,68078056031.545456,9459845114.463362,685282222.7272727,89897782.07266858,3684512915181.8184,42991592412.11525,704827584476.4546,114012213934.81564,0,0.0,0,0.0,0,0.0,948116202632.3636,169301231716.82303,0,0.0,60.08381818181818,0.17500275322509679,13.762545454545455,0.1345365107592458,147709.54545454544,437.5068830627375,1624805,0,0.0,0,0,0.0,0,0,0.0,0,2954190.909090909,8750.137661254828,32496100,0,0.0,0,236335.27272727274,700.0110129003804,2599688,723.2727272727273,20.70792557979147,7956,0,0.0,0,11232.363636363636,79.91029061050001,123556,17586.272727272728,88.41277159900717,193449,59083.818181818184,175.0027532250951,649922,59083.818181818184,175.0027532250951,649922,59083.818181818184,175.0027532250951,649922,59083.818181818184,175.0027532250951,649922,0,0.0,0,3549.5454545454545,53.26605605141727,39045,5025.090909090909,45.00767611298001,55276,2411.6363636363635,30.891010754822272,26528,6600.0,81.17019157301543,72600,2464281.727272727,39589.376436339415,27107099,2444899.6363636362,36142.77961162571,26893896,2473621.4545454546,29705.386152560473,27209836,2471841.3636363638,33266.68306060201,27190255,2478096.272727273,28519.385140955997,27259059,2455515.727272727,40897.14267547529,27010673,2451804.0,49049.274426845484,26969844,2469375.272727273,49686.933095313776,27163128,2452900.090909091,28835.53242946813,26981901,2453930.8181818184,46224.26743349906,26993239,2466630.6363636362,38248.64177529107,27132937,48.54545454545455,4.824181513244218,534,63.18181818181818,6.58510716417253,695,67.54545454545455,9.750524461418847,743,86.54545454545455,11.030536128073162,952,84.27272727272727,9.144297776110626,927,58.18181818181818,8.565257518816136,640,94.45454545454545,11.21930155012901,1039,38.45454545454545,6.234799697883427,423,57.45454545454545,8.559949022787885,632,70.9090909090909,8.688550459708978,780,53.72727272727273,7.417424203736889,591,10
17,17,DistalPhalanxTW,400,139,80,6,205,5,100,0,100,0,0,0,1000,500,11,0.670372792674951,0.014322937664033768,27519959371.81818,3480073195.5940022,664078502.0909091,81455750.55908714,2429568427863.636,49139196895.52227,329265756912.5455,52741988465.098885,0,0.0,0,0.0,0,0.0,317666428329.0909,52172552139.282646,0,0.0,68.71654545454545,0.21960526570934935,5.24709090909091,0.01688463529635492,96720.0,292.57477676655657,1063920,0,0.0,0,0,0.0,0,0,0.0,0,1934400.0,5851.495535331103,21278400,0,0.0,0,154752.0,468.11964282649046,1702272,1377.7272727272727,20.425919362862974,15155,0,0.0,0,13989.363636363636,77.17936606020126,153883,3976.909090909091,44.4599922299915,43746,38688.0,117.02991070662262,425568,38688.0,117.02991070662262,425568,38688.0,117.02991070662262,425568,38688.0,117.02991070662262,425568,0,0.0,0,722.0909090909091,28.93252337925106,7943,1069.909090909091,35.254657977222095,11769,746.3636363636364,24.030283923718937,8210,1438.5454545454545,32.414082237088344,15824,1103889.7272727273,47935.16925617538,12142787,1142254.8181818181,50486.66639384735,12564803,1149499.0909090908,27645.752018907115,12644490,1153132.4545454546,37461.941891374605,12684457,1158422.0909090908,62563.276420684015,12742643,1138095.0909090908,29962.242741338796,12519046,1121565.0909090908,44547.81569606875,12337216,1116565.5454545454,41614.15106995128,12282221,1120319.4545454546,39250.810226958696,12323514,1139756.5454545454,35020.29845207956,12537322,1142437.8181818181,40882.1723390971,12566816,70.27272727272727,7.142701297001142,773,166.0909090909091,11.674369751336009,1827,157.1818181818182,12.343566598177222,1729,169.36363636363637,13.261016003856778,1863,152.72727272727272,14.553974777296467,1680,119.27272727272727,14.086098885716437,1312,123.27272727272727,10.882011846077999,1356,70.81818181818181,9.130368906218214,779,117.18181818181819,12.221441664698823,1289,121.81818181818181,6.7943827065919935,1340,109.72727272727273,11.542018099889717,1207,10
18,18,ECG200,100,100,96,2,205,5,100,0,100,0,0,0,1000,500,11,0.861818181818182,0.009816498172140442,6849054479.272727,737865348.9002405,203590819.45454547,36391018.29036667,843463657954.5454,14748711410.503702,73705924766.45454,12432993442.165726,0,0.0,0,0.0,0,0.0,57908251945.72727,8936030480.094788,0,0.0,9.877636363636363,0.06502195433432106,4.709272727272727,0.03894891759494989,22194.090909090908,162.554885835803,244135,0,0.0,0,0,0.0,0,0,0.0,0,443881.8181818182,3251.0977167160595,4882700,0,0.0,0,35510.545454545456,260.0878173372849,390616,168.0,12.312595177297116,1848,0,0.0,0,1932.1818181818182,18.093193094742393,21254,2338.6363636363635,30.955686803147266,25725,8877.636363636364,65.02195433432122,97654,8877.636363636364,65.02195433432122,97654,8877.636363636364,65.02195433432122,97654,8877.636363636364,65.02195433432122,97654,0,0.0,0,497.90909090909093,15.042968759221337,5477,514.5454545454545,18.516822817987087,5660,262.1818181818182,9.98817482644534,2884,1064.0,32.090497035726955,11704,146297.0,3562.8752433954246,1609267,145511.81818181818,5535.207815758716,1600630,147816.0909090909,4378.054624020708,1625977,147371.36363636365,3466.0117504915447,1621085,146897.36363636365,4799.447661402868,1615871,148669.0909090909,4396.002990320761,1635360,147040.0,3888.3685782086027,1617440,150484.0909090909,3042.4186909281702,1655325,148505.54545454544,5092.905818167784,1633561,145389.54545454544,5446.450355298144,1599285,145522.9090909091,2804.064601771701,1600752,11.818181818181818,2.600699206681996,130,12.636363636363637,3.0748244591432297,139,16.181818181818183,5.153992274308953,178,15.0,3.22490309931942,165,20.09090909090909,4.5266885347800425,221,10.090909090909092,3.300137738172316,111,22.545454545454547,5.3733348372055945,248,16.181818181818183,4.214692914511846,178,19.09090909090909,4.182213420057505,210,12.272727272727273,2.6111648393354674,135,12.090909090909092,2.385562636132007,133,10
19,19,ECG5000,500,4500,140,5,205,5,100,0,100,0,0,0,1000,500,11,0.9454141414141415,0.0003883835100023501,72830283843.36363,9525105600.946323,43007299978.545456,5133632699.553381,6660177008272.728,173200877823.27753,1212316790848.818,204721183350.4596,0,0.0,0,0.0,0,0.0,540517377190.4545,93208496486.31871,0,0.0,34.56618181818182,0.14289703858499833,6.565454545454545,0.06164472992294435,53689.09090909091,218.2981697337173,590580,0,0.0,0,0,0.0,0,0,0.0,0,1073781.8181818181,4365.963394674336,11811600,0,0.0,0,85902.54545454546,349.27707157394394,944928,1410.1818181818182,29.99606034737954,15512,0,0.0,0,5128.181818181818,37.85978917484405,56410,4199.454545454545,38.96501927720222,46194,21475.636363636364,87.31926789348599,236232,21475.636363636364,87.31926789348599,236232,21475.636363636364,87.31926789348599,236232,21475.636363636364,87.31926789348599,236232,0,0.0,0,834.9090909090909,18.732082347964106,9184,1305.3636363636363,29.224211631018285,14359,534.0909090909091,27.52255273572765,5875,1525.090909090909,36.87127485036161,16776,3605805.8181818184,257561.71375102253,39663864,1952508.2727272727,97954.41415892488,21477591,2201111.4545454546,114521.4174627294,24212226,1515391.3636363635,106670.69203700965,16669305,1556878.3636363635,65151.83735900735,17125662,3544585.272727273,198720.5222915293,38990438,2106165.0,90837.20959606802,23167815,2416219.0,159003.2595143886,26578409,2077697.8181818181,202366.8496467829,22854676,3585370.0,338637.3121491487,39439070,2658508.8181818184,177242.77482640484,29243597,208.45454545454547,13.887862588344083,2293,95.36363636363636,8.95849013252487,1049,120.0909090909091,10.270876744022832,1321,47.72727272727273,6.768912897813197,525,53.45454545454545,6.470913944160227,588,214.36363636363637,14.705595719131727,2358,105.9090909090909,12.9263648830949,1165,127.72727272727273,10.705988128995008,1405,97.27272727272727,7.9761006649980155,1070,198.1818181818182,19.63068099592157,2180,141.63636363636363,12.792753630651436,1558,10
20,20,ECGFiveDays,23,861,136,2,205,5,100,0,100,0,0,0,1000,500,11,1.0,0.0,1337654021.0,108331480.79303601,602580866.8181819,75633720.21807414,283971636272.7273,7037818094.618143,11558351678.0,2386443543.100113,0,0.0,0,0.0,0,0.0,6262111512.181818,1192118754.3748407,0,0.0,2.4832727272727273,0.02977613443377408,1.4816363636363634,0.028952625881852927,3708.181818181818,74.44033608443499,40790,0,0.0,0,0,0.0,0,0,0.0,0,74163.63636363637,1488.8067216887,815800,0,0.0,0,5933.090909090909,119.10453773509599,65264,5.454545454545454,3.236159339823562,60,0,0.0,0,526.1818181818181,19.86865965191504,5788,210.0,12.47397290361014,2310,1483.2727272727273,29.776134433773997,16316,1483.2727272727273,29.776134433773997,16316,1483.2727272727273,29.776134433773997,16316,1483.2727272727273,29.776134433773997,16316,0,0.0,0,42.27272727272727,4.002272081978163,465,19.181818181818183,4.1429019254185055,211,10.909090909090908,3.7270509911871463,120,137.63636363636363,9.102447223386985,1514,12341.818181818182,685.35477209717,135760,12088.545454545454,719.9486597857328,132974,12693.727272727272,1435.8516003340383,139631,12259.636363636364,841.1423509403473,134856,12920.272727272728,956.2551009964961,142123,11763.545454545454,802.9716512600384,129399,12087.90909090909,778.0427307732468,132967,12079.545454545454,775.1039109224471,132875,12984.363636363636,948.9579835511447,142828,12338.818181818182,864.7131105958575,135727,12127.636363636364,908.9486534152819,133404,0.09090909090909091,0.30151134457776363,1,0.7272727272727273,0.7862453931068966,8,0.7272727272727273,1.009049958219026,8,0.18181818181818182,0.4045199174779453,2,1.2727272727272727,1.1037127426019047,14,0.2727272727272727,0.6466697906828632,3,0.09090909090909091,0.30151134457776363,1,0.09090909090909091,0.30151134457776363,1,1.0,0.9999999999999999,11,0.8181818181818182,1.1677484162422844,9,0.18181818181818182,0.40451991747794525,2,10
21,21,Earthquakes,322,139,512,2,205,5,100,0,100,0,0,0,1000,500,11,0.7482014388489208,0.0,552505421874.6364,77009065530.08694,7420220651.727273,920916458.4901885,15501539928772.727,238630653842.44254,13295317235109.455,2121500334470.6216,0,0.0,0,0.0,0,0.0,1486385286001.818,218718927493.78,0,0.0,34.47927272727272,0.0672087656620637,11.572181818181818,0.07640656801848669,83698.18181818182,168.02191415515992,920680,0,0.0,0,0,0.0,0,0,0.0,0,1673963.6363636365,3360.438283103185,18413600,0,0.0,0,133917.0909090909,268.83506264825076,1473088,596.9090909090909,26.29241162561759,6566,0,0.0,0,4426.090909090909,53.97120444358185,48687,11716.636363636364,37.82135039173684,128883,33479.27272727273,67.20876566206269,368272,33479.27272727273,67.20876566206269,368272,33479.27272727273,67.20876566206269,368272,33479.27272727273,67.20876566206269,368272,0,0.0,0,2938.0,54.94542747126465,32318,2820.0,51.518928560287414,31020,2405.4545454545455,53.372958764459824,26460,3553.181818181818,53.05811565032856,39085,1203814.4545454546,16079.97876468521,13241959,1230070.9090909092,20359.86173555481,13530780,1226710.4545454546,19531.842285681272,13493815,1207665.0909090908,20250.159749762675,13284316,1218289.8181818181,29443.484456898725,13401188,1216815.5454545454,18028.396924649922,13384971,1213652.5454545454,24368.644502161525,13350178,1230148.3636363635,20228.866469838213,13531632,1219161.2727272727,22486.623143953475,13410774,1219145.0,16081.270640095574,13410595,1222401.3636363635,22449.746476398057,13446415,20.272727272727273,4.451761653343744,223,83.81818181818181,6.289963144855171,922,74.18181818181819,10.215852209367384,816,54.90909090909091,8.104992849528559,604,52.72727272727273,5.100802075966271,580,48.0,7.14142842854285,528,28.90909090909091,5.735059641443068,318,65.81818181818181,5.827832904574083,724,59.63636363636363,6.2812853345908,656,46.27272727272727,5.569396898963282,509,62.36363636363637,7.242551032236187,686,10
22,22,ElectricDevices,8926,7711,96,7,205,5,100,0,100,0,0,0,1000,500,10,0.7552587213072234,0.0017353883255911368,1420095217515.5,194839687914.74963,244644832909.3,511949823020.95575,87193650062700.0,1323033073304.455,20487331096479.5,3041341830682.205,0,0.0,0,0.0,0,0.0,16856388597796.6,2722419401631.677,0,0.0,1556.7604,3.2314245637351355,12.337599999999998,0.0574015098523838,2165541.5,3125.3044740561863,21655415,0,0.0,0,0,0.0,0,0,0.0,0,43310830.0,62506.08948112288,433108300,0,0.0,0,3464866.4,5000.487158489894,34648664,39548.6,149.00052199759304,395486,0,0.0,0,302903.5,681.746979783873,3029035,90656.2,350.28616872494405,906562,866216.6,1250.1217896224734,8662166,866216.6,1250.1217896224734,8662166,866216.6,1250.1217896224734,8662166,866216.6,1250.1217896224734,8662166,0,0.0,0,25234.3,182.23431192957153,252343,19662.2,156.8267267471404,196622,14416.7,163.43129715231694,144167,31343.0,158.6582630827794,313430,56662958.4,1024369.8496594764,566629584,64526070.6,928516.3320380419,645260706,62217458.3,1127160.983580631,622174583,61475422.4,1184167.234105068,614754224,59917487.4,1256973.3211106043,599174874,60091028.9,913389.6020339051,600910289,58228004.0,1145587.5372530706,582280040,58481077.4,1386377.9165518729,584810774,62852667.8,1208581.29384689,628526678,63528271.3,1390311.8340240603,635282713,60085452.5,932195.6663044104,600854525,1869.5,50.726390238875325,18695,4033.4,59.8501833284113,40334,3574.7,77.33915207994222,35747,4187.2,44.83748431836912,41872,3594.0,67.2325979136774,35940,3311.6,83.6768918054574,33116,3274.3,77.79752923811623,32743,3359.4,49.704012804691025,33594,4673.6,44.669651641554,46736,3863.5,34.4810737136251,38635,3807.4,58.252706184157454,38074,10
